method_id,canonical_name,campaign,branch_ref,claim_layer,method_family,implementation_status,scientific_outcome,mechanical_verdict,primary_metric_value,power,licence_earned,contamination_leakage,supersession_relations,record_confidence,_scope
PC-09-metrology,Direction D metrology: constraint-optimization / RANSAC fraction-value solver on HT accounting tablets,paper_core:substantive-probes,main,L4/L3 (functional; metrological system),constraint-optimization/held-out-balance,RUN_PREREGISTERED,NULL_PUBLISHED,"held-out fraction balance 0.0 vs permutation-null mean 0.113 (max 0.143), p=1.0, separated=False [VERIFIED_FROM_ARTIFACT runtime/metrology-real.json]","integer balance 7/28 (25%); only J=1/2 determinable (forced by HT104 2*1/2==1), AGREES with Bennett 1950; held-out 0.0 vs 0.113 p=1.0 [VERIFIED_FROM_ARTIFACT]",parse-coverage limited (7 constraints); Corazza p.2: values cannot reliably be deduced from totals,none,editorial-circularity caveat surfaced; headline is NULL so circularity inflates nothing,method-mismatch correction vs Corazza; D non-additive special case (Schrijver),high,paper_core
PC-10-ab-alignment-null,Track B A<->B distributional/sequence alignment: held-out shared-sign phonetic-value recovery,paper_core:substantive-probes,main,L6 (phonetic value),distributional-alignment/held-out-anchor,RUN_PREREGISTERED,NULL_PUBLISHED,clearly_above_chance=False; best (CCA/procrustes) ~0.020-0.025 vs chance 0.011-0.0145 [VERIFIED_FROM_ARTIFACT results_ab.json / results_ab_damos.json],"procrustes 0.020 [0,0.091]; LOO 0/55; DAMOS CCA 0.025 vs 0.011 [VERIFIED_FROM_ARTIFACT]",positive control 0.947-0.989 confirms harness works; null is real,none; PHONETIC not authorized,no image/shape features; inherited values only as held-out labels,third+ confirmation of cross-script co-occurrence null; feeds cross-script gate (PC-30..33),high,paper_core
PC-11-distributional-phonology-pilot,Distributional-phonology pilot (Track-2): does a sign's context predict its C/V class?,paper_core:substantive-probes,main,L6 (phonetic value),distributional-phonetics/LOO-1NN,RUN_PREREGISTERED,NULL_PUBLISHED,bridge_detected=False (DATA-LIMITED); consonant 0.080 vs null 0.065 Sidak p 0.64; vowel 0.140 vs 0.201 p 0.98 [VERIFIED_FROM_ARTIFACT runtime/phono-distributional.json],C 0.080/0.065 p 0.40->0.64; V 0.140/0.201 p 0.86->0.98; power-curve min strength 2.0 [VERIFIED_FROM_ARTIFACT],detects planted s>=2; cannot distinguish 'no bridge' from 'too weak to detect',none,non-circular; imports no verdict.py,companion to PC-10 sequence null,high,paper_core
PC-12-palaeo-image,Sign-image palaeography: cross-script A<->B IMAGE alignment (classical HOG+Hu+shape-context vs I-JEPA),paper_core:substantive-probes,main,"L6 image-based (relabelled CIRCULAR, excluded from claims)",image-embedding-alignment/held-out-anchor,RUN_PREREGISTERED,CIRCULAR,"classical direct-NN 0.410 / Procrustes 0.185 (~30x chance, ~9x seq null) but relabelled shape-genealogy engineering demonstration; NO offensive positive [VERIFIED_FROM_ARTIFACT results_palaeo.json]","classical cross-script 0.410/0.185; allograph 0.385 p=0.028; damaged recall@1 0.635; I-JEPA weaker (0.322/0.324, allograph 0.308, damaged 0.577) [VERIFIED_FROM_ARTIFACT]",recovers far above chance and above seq null,none; truth-layer cap <=0.75; excluded from offensive claims,graphic-genealogy circularity uncontrollable (A<->B values assigned BY shape; LB descends from LA),'first non-null offensive signal' framing WITHDRAWN (review P2); I-JEPA excluded from main claims,high,paper_core
PC-13-lfake-canary,L_fake fabricated-language canary: false-positive floor self-validation (Ugaritic<->Hebrew),paper_core:decontamination,main,NOT_APPLICABLE (decontamination floor),fabricated-language-null/self-validation,REPRODUCED,SUPPORTED,CANARY_HOLDS at every eps: real S_lex clears corrected-margin bar (0.759>0.389 at eps=0.25) [VERIFIED_FROM_ARTIFACT results/lfake_canary.json],eps0.25: real 0.759 vs p95 0.384 vs corrected bar 0.389; root_template_TV 0.33; residual_real_collision 0.0 [VERIFIED_FROM_ARTIFACT],clears at every eps,none (it IS the floor),honesty correction: dropped 'zero real lexical content' overclaim (~75% forms contain a real Hebrew trilateral BY design),n_fake 16->300 (review P1.4); feeds PC-01 gate + PC-21 calibration,high,paper_core
PC-14-litindex-population,litindex populated with 6 verified West-Semitic proposals (2 rejected),paper_core:decontamination,main,"NOT_APPLICABLE (contamination targets, all DISPUTED)",literature-index/adversarial-verification,RUN_CONFIRMATORY,NOT_APPLICABLE,"index 57->63 claims; 6 written, 2 rejected (qa-pa, Semitic ki-ro) [VERIFIED_FROM_ARTIFACT]","6 accepted (SU-PU=sp, KA-RO-PA=krpn, SU-PA-RA=spl, KU-RO=kull, JA-NE=yn, A-SA-SA-RA-ME=asherah) / 2 rejected [VERIFIED_FROM_ARTIFACT]",n/a,none,a fabricated/mis-attributed claim poisons the detector -> verification earns its keep,gate 1 of PC-18 contamination number; Di Mino made immutable cite (second-pass),high,paper_core
PC-15-llm-ablation-c4,C.4 LLM-ablation on qwen2.5:72b: contamination delta (raw divergence + cross-method agreement),paper_core:decontamination,main,L6 (LLM phonetic proposals) / decontamination,LLM-ablation/contamination-estimator,PARTIALLY_IMPLEMENTED,INCOMPLETE,"contamination_rate=1.000 in all 32 defined seeds is an ARTIFACT (a_lit_hits==delta_lit_hits forced by construction); reported as such, NOT a finding [VERIFIED_FROM_ARTIFACT]",n_a mean 28.3 (8-46); n_b mean 9.9; jaccard 0.165; sign overlap 0.231; rate 1.000 (artifact) [VERIFIED_FROM_ARTIFACT],harness runs cleanly on frontier model; contamination not yet a measurable quantity,none,"arms live in disjoint value spaces (phonetic strings vs romanized-Hebrew consonants), 10/134 overlap",superseded/refined by gate-2 PC-16 (per-word table),high,paper_core
PC-16-llm-ablation-gate2,C.4 gate-2 cognate-level per-word regurgitation table (qwen2.5:72b),paper_core:decontamination,main,"L6 / decontamination (published-reading reproduction, web-prevalence weighted)",LLM-ablation/per-word-regurgitation,RUN_CONFIRMATORY,PARTIAL_SUPPORT,"cognate_contamination_rate CONFOUNDED (rate_confounded=True, mean 0.646) NOT reported; the per-word table IS the deliverable [VERIFIED_FROM_ARTIFACT]","JA-NE=yn/wine 14/40, KU-RO=kull 8/40 (Semitic-only portion, KU-RO=total excluded as general knowledge), A-SA-SA-RA-ME=Asherah 2/40; obscure equations 0/40 [VERIFIED_FROM_ARTIFACT]",distinctive regurgitation signal = KU-RO/JA-NE the baseline cannot reach,none,model-free arm has representational ceiling (verifier-proven),refines PC-15; leads to PC-17 L_not_indexed test,high,paper_core
PC-17-lvirgin-lnotindexed,L_virgin / L_not_indexed generalization test on qwen2.5:72b (abstention asymmetry),paper_core:decontamination,main,L6 / decontamination (memorization vs reasoning),LLM-generalization/coverage-asymmetry,RUN_PREREGISTERED,PARTIAL_SUPPORT,"headline excess-gap 0.601 p=0.0005 is COVERAGE-CONFOUNDED (no_power=True, 0/11 virgin signs reached n>=10); clean finding = qwen ABSTAINS on virgin signs [VERIFIED_FROM_ARTIFACT]",known excess +0.588 vs virgin -0.013(~random); assigns value to known ~20/40 seeds vs virgin ~1/40 (declines ~97%) [VERIFIED_FROM_ARTIFACT],no power for rigorous consistency comparison (design limitation),none,coherent with per-word table: model leans on memorized published values,L_virgin renamed L_not_indexed repo-wide; total vast.ai spend ~$2.80,high,paper_core
PC-18-gate-null-calibration,Graduation-gate null calibration: realized false-graduation rate under multiplicity abuse,paper_core:calibration,main,NOT_APPLICABLE (gate calibration),gate-calibration/false-positive-rate,RUN_CONFIRMATORY,SUPPORTED,false_graduations 3/500 = 0.6%; Clopper-Pearson one-sided 95% upper 0.01543 [VERIFIED_FROM_ARTIFACT results/gate_null_calibration.json],"3 GRADUATE, 10 NULL_PUBLISHED, 487 REJECT of 500; rate 0.6% [VERIFIED_FROM_ARTIFACT]",companion LB morphology control (PC-07) fires -> not an over-strong dead gate,none,n/a,calibrates PC-01; paired with PC-07 positive control,high,paper_core
PC-19-tamburini-reproduction,Tamburini 2025 CSA_OptMatcher reproduction (non-neural cognate-ID baseline),paper_core:baselines,main,"NOT_APPLICABLE (prior-art baseline, not a LA contribution)",baseline-reproduction/CSA,PARTIALLY_IMPLEMENTED,PARTIAL_SUPPORT,wrapper VALIDATED: Luvian-Hittite 0.475==0.475 exact; Phoenician-Ugaritic 0.829 vs 0.805 close; Ugaritic-noiseless CPU-infeasible (0.0% @ step 25) [VERIFIED_FROM_ARTIFACT trajectory logs],Luv-Hit 0.475 (28/59) exact; Ph-Ug 0.829 (87/105) vs pub 0.805; Ugaritic 0.0% (0/2214) @ step 25 [VERIFIED_FROM_ARTIFACT],converged benchmarks land on published values,none (baseline adoption),Tamburini decontaminated Luo; no LA data,adopted as non-neural baseline; feeds CSA sweep PC-25/PC-26,high,paper_core
PC-20-ugaritic-hebrew-heuristic,Ugaritic->Hebrew known-answer recovery (simplified Hungarian EM heuristic baseline),paper_core:baselines,main,NOT_APPLICABLE (harness calibration on a known answer),baseline/known-answer-recovery,SUPERSEDED,PARTIAL_SUPPORT,"cognate_accuracy 0.0055 (12/2182) vs chance 0.0004 (~14x, real signal) but far below Luo neural ~67% [VERIFIED_FROM_ARTIFACT]",0.0055 vs 0.0004; mean_edit_distance 1.47 [VERIFIED_FROM_ARTIFACT],"above chance (finds signal), well below SOTA",none,n/a,SUPERSEDED as contribution by Tamburini adoption (PC-19); stays as internal calibration; Linear-A chance-null ILL-DEFINED (red-team),high,paper_core
PC-21-csa-h100-build,CSA batched-parallel CUDA cognate-matcher build + validation (H100),paper_core:baselines,main,NOT_APPLICABLE (compute/engineering),compute-acceleration/CSA,COMPUTE_BLOCKED,INCOMPLETE,matcher built + validated bit-identical to serial (best_energy 60.169151==60.169151); full sweep NOT completed (H100 unstable + orchestration-bound),"6 measured CPU points (curve_lowerbounds.json, later .INVALID); linb 919 ~27s/step, ~1% GPU util [REPORT_ONLY]",n/a,none,n/a,curve_lowerbounds.json marked .INVALID; feeds PC-26 sufficiency sweep,high,paper_core
PC-22-csa-sufficiency-curve,CSA pseudo-decipherment learning-curve sufficiency sweep (deposited curve; Exit-B clamp defect),paper_core:sufficiency,main + research/observable-admin (Exit-B audit),L0/L1 sufficiency diagnostic (UPPER BOUND; no phonetic claim),pseudo-decipherment-learning-curves/sufficiency,INVALIDATED,INCOMPLETE,"deposited LA-scale value is an _interp ENDPOINT CLAMP from size 276/346, NOT a 600-700-word measurement (CONFIRMED, Exit-B); invariant 12 BROKEN in submitted TACL #11385 [VERIFIED_FROM_ARTIFACT csa_full_report.json]","linb-greek DEPOSITED 0.044+-0.023 n=276 (CLAMP from size 276, not 650); cypriot 0.066 n=346 (clamp); raw size-276 [0.0471,0.0797,0.0181,0.0326] mean 0.04438 [VERIFIED_FROM_ARTIFACT]; 600/650/689 cells recovery_mean=null/n_seeds_done=0",under-convergence keeps at-floor branch non-definitive,none; no phonetic claim,known-answer benchmarks; recovery true-by-construction,SUPERSEDES PC-04 information floor; STEP_A ruled sweep valid-as-stochastic; EXIT_B ruled the paper sentence inaccurate (3 linked ways); ugaritic-noiseless 0.861 is a 3rd clamp deposited-only,high,paper_core
PC-23-referee-simulation,Hostile-referee simulation of the preprint (revision roadmap),paper_core:review,main,NOT_APPLICABLE (meta/review),adversarial-review/roadmap,RUN_EXPLORATORY,NOT_APPLICABLE,"verdict: major revisions; 8 issues (2 runnable blockers, 2 operator blockers, 4 fixable)",issue #2 (LB morphology positive control) attempted -> PC-07; #1 canary-on-Gordon deferred,n/a,none,flagged image leg conceded circular gets full subsection,"drives PC-07, PC-24 review fixes",high,paper_core
PC-24-review-code-fixes,Pre-submission code-integrity fixes (P0-P5 + second-pass) verify-before-fixing + e2e re-run,paper_core:review,main,NOT_APPLICABLE (code integrity),code-audit/integrity,REPRODUCED,NOT_APPLICABLE,"365 passed, 4 xfailed; every deterministic probe reproduced exactly; P0 gate bugs provably LATENT (0 graduations, family_scores imported by no probe) [VERIFIED_FROM_ARTIFACT]",morphology 4/0.250/0.375/False reproduced exactly; palaeo 0.410/0.185 reproduced; family win=GRADUATE fix; DSR removed from family gate [VERIFIED_FROM_ARTIFACT],n/a,none,DAMOS ingested (refutes data-blocked); Ferrara&Tamburini 2022 + Fuls 2015 audited,MDL clause removed; order-stat promoted; DSR demoted; family gate corrected,high,paper_core
PC-25-paper-audit-priorart,Paper audit: Tamburini 2025 as major prior art; novelty re-assessment,paper_core:foundation,main,NOT_APPLICABLE (positioning),prior-art-audit/positioning,RUN_CONFIRMATORY,NOT_APPLICABLE,faithful-B-K&K rebuild MOOT (Tamburini published it); logos-novel = L_fake + L_virgin + LLM-ablation + integrated graduation gate,Tamburini beats decontaminated NeuroCipher 6/7 (U-H 95.5 vs 90.4; LB-Greek 89.4 vs 75.8; Luv-Hit 47.5 vs 18.2) [REPORT_ONLY from PDF],n/a,none,n/a,reframes PC-20 as calibration-only; drives baseline adoption PC-19,high,paper_core
PC-26-redteam-synthesis,Expert red-team synthesis: withdrawn overclaims + corrected roadmap,paper_core:foundation,main,NOT_APPLICABLE (meta-correction),adversarial-review/withdrawal,RUN_CONFIRMATORY,NOT_APPLICABLE,"7 claims WITHDRAWN (unicity identifiability, faithful-B-K&K, LA chance-null ill-defined, JEPA cognate-target category error, DSR-as-engine, MDL dimensionally invalid)",full decipherment <1-3%; Etruscan-grade ceiling; product 65-80% credible [REPORT_ONLY],n/a,none; SEMANTIC+ NOT_AUTHORIZED framing anticipated,n/a,WITHDRAWS PC-04; reframes PC-10/PC-12/PC-20; drives PC-22 sufficiency curve,high,paper_core
PC-30-crossscript-gate-phase0,Cross-script LA<->LB value-recovery gate Phase 0 + 0.5 (power precheck -> GO),post-submission:crossscript-gate,research/la-lb-continuity (crossscript_gate),L6 (design/power for phonetic-value recovery),power-analysis/planted-signal,DESIGNED_NOT_RUN,NO_VERDICT_RECORDED,"Phase 0 MARGINAL (power 0.26 at s<=3, GO needs 0.80) -> escalated; Phase 0.5 GO after S&M 2017 acquired (h=20 + toponym channel, power 0.80 @ s=1, 0.92 @ s=3) [VERIFIED_FROM_ARTIFACT power_precheck*.json]",P0.5 curve_b power 0.80/0.92 at s=1/3; GO band met; detection at s<=1 carried by toponym channel (~1.8 pins) [VERIFIED_FROM_ARTIFACT],GO conditional on toponym-identification reliability=1 (disclosed optimistic bound),none,nothing under paper/ read/written; grep-clean feature contract,gates PC-31 one-shot; toponym-reliability clause -> LOTO,high,paper_core
PC-31-crossscript-gate-phase1,Cross-script gate Phase 1 one-shot: preregistered/DOI-timestamped held-out value recovery,post-submission:crossscript-gate,research/la-lb-continuity (crossscript_gate),L6 (phonetic value convention),held-out-recovery-gate/one-shot,RUN_CONFIRMATORY,REFUTED,REFUTE_LOTO_FRAGILE: full clears (p=0.0305) but LOTO -se-to-i-ja/-su-ki-ri-ta drop to p~0.20 [VERIFIED_FROM_ARTIFACT oneshot_gate.json],full 0.100 (2/20) p_raw 0.0305; LOTO -se-to-i-ja 0.05 p 0.2044; -su-ki-ri-ta 0.05 p 0.2084; distributional channel 0 hits [VERIFIED_FROM_ARTIFACT],certified GO (bridging re-cert 0.82-0.98) but real distributional signal ~s=0,none; a CONFIRM would have capped <=0.75 and licensed no A-only reading,no image/shape features; nothing under paper/ touched; inherited values only as held-out labels,identifiability bottleneck moved 'no signal'->'one-deep signal'; extends PC-10 null (3rd confirmation); leads to PC-32 Phase 2,high,paper_core
PC-32-crossscript-gate-phase2,"Cross-script gate Phase 2 second one-shot: 8 vetted anchors, corrected two-attempt bar, certified design",post-submission:crossscript-gate,research/la-lb-continuity (crossscript_gate),L6 (phonetic value convention),held-out-recovery-gate/one-shot,RUN_CONFIRMATORY,REFUTED,REFUTE: full p_raw 0.0255 misses corrected bar 0.02532 by 0.0002; both pin-carrying LOTO fail at p~0.21 [VERIFIED_FROM_ARTIFACT p2_oneshot_gate.json],"full 0.100 p_raw 0.0255; hits SU (ku-ni-su), TO (pa-i-to) both one-anchor-deep; distributional channel again 0 hits (4th confirmation) [VERIFIED_FROM_ARTIFACT]",certified LOTO-survival 0.82 @ s=3 but corpus delivered s~0 distributional,none,Phase-1 labels stayed spent; grep-clean; nothing under paper/ touched,tightens PC-31 identifiability bound (two DOIs bracket the claim),high,paper_core
PC-33-crossscript-gate-phase3,Cross-script gate Phase 3 + corpus-completeness sweep (Anetaki / newly-published inscriptions gap),post-submission:crossscript-gate,research/la-lb-continuity (crossscript_gate),L1/L6 (corpus supply),corpus-completeness-audit,SOURCE_BLOCKED,INCOMPLETE,GAP verdict PENDING-FULL-EDITION; VERDICT UNMOVED (procurement spec upgraded to audited fact; watch absorbs 26 pending-edition items),294 checklist rows; 8 ingestible / 26 pending / 220 gap-class [VERIFIED_FROM_ARTIFACT diff_summary.json],n/a,none,Salgarella 2020 homomorphy grades applied (57/59 settled),corroborates PC-31/PC-32 unlock conditions,medium,paper_core
PC-34-segmentation-extension,Segmentation extension: PYP-Gibbs + tiny neural BiLSTM + tuned Morfessor vs the published DP-unigram anchor,post-submission:revision-queue,segmentation_extension (revision-queue),L2 (word segmentation),segmentation-model-comparison/LOSO,RUN_PREREGISTERED,SUPPORTED,"gates PASSED (DP 0.4361/random 0.3888 EXACT; bootstrap CI [0.0204,0.0991]); PYP micro-F1 0.559, neural BiLSTM 0.6217, morfessor_tuned 0.1564 (worse-than-random) [VERIFIED_FROM_ARTIFACT models_summary.json]","PYP gap 0.162 CI [0.098,0.189] P=1.0; BiLSTM gap 0.237 CI [0.188,0.322] P=1.0; morfessor_tuned gap -0.206 CI[-0.291,-0.075]; PYP R-hat ~1.10-1.25 [VERIFIED_FROM_ARTIFACT]",adequate (all richer classes clear except morfessor),STRUCTURAL (L2) only,nothing under paper/ read/written; published 0.436 anchor never edited; frozen snapshot copy-in,extends PC-06; anchor untouched (paper frozen),high,paper_core
PC-35-representation-audit,Representation audit: transcription-treatment sensitivity of the paper's corpus statistics,post-submission:audit,representation_audit (read-only),L1 (representation robustness),sensitivity-audit/read-only,RUN_EXPLORATORY,STRUCTURAL_ONLY,"sensitivity LOW/LOCALIZED: under plausible ambiguity (allograph merge) no statistic moves >~6%, most 0% [VERIFIED_FROM_ARTIFACT sensitivity_results.json]","conservative->exploratory: mean-signs 0%, distinct-words -1.4%, V -6.1%; excl_unident extreme (V -55%, distinct-words -9.6%) [VERIFIED_FROM_ARTIFACT]",n/a,none,read-only; nothing under paper/ touched; no network,confirms PC-03 robustness; flags two provenance notes on frozen-paper anchors (info only),high,paper_core
PC-36-schema-recon,Schema recon: does the corpus retain the administrative payload layer? (read-only),post-submission:schema,schema_recon (read-only),L3 (functional/administrative structure),corpus-recon/read-only,RUN_EXPLORATORY,STRUCTURAL_ONLY,PARTIAL-executable: integer core (commodity x integer-quantity x total x position) executable NOW; fractions unparsed (310 tokens) need re-ingest [VERIFIED_FROM_ARTIFACT],"1276 numerals, 629 logogram occ (OLE 133/GRA 115/CYP 95...), 310 fraction tokens unparsed, KU-RO 37x [VERIFIED_FROM_ARTIFACT]",n/a,none,read-only; no schema computed; no network,prerequisite recon for PC-37 schema induction,high,paper_core
PC-37-schema-induction,Administrative-schema induction: total-reconciliation from structure alone vs permutation null (EXPLORATORY),post-submission:schema,schema_induction (exploratory scratch),L3 (functional/accounting grammar; KU-RO opaque),administrative-reconciliation/permutation-null,RUN_EXPLORATORY,STRUCTURAL_ONLY,"EXPLORATORY/DESCRIPTIVE (NOT gate-validated): 29.2% (7/24) exact, 35% clean subset vs 0.54% null (~55-65x) [VERIFIED_FROM_ARTIFACT reconcile_results.json]","7/24 exact (29.2%), 7/20 clean (35%) vs null 0.54% mean; entry adjacency 82.5% word-before, 28.1% logogram-before [VERIFIED_FROM_ARTIFACT]",null proves the structure is real,"none (exploratory, not gate-validated)",read-only; no re-ingest; no fraction parsing; no network,same status as the 4/4 clean cross-script pins; overlaps campaign KU-RO control PC-42,high,paper_core
PC-38-campaign-phaseA-audit,Linear A 12h campaign Phase A: exhaustive verdict-map audit across all branches,post-submission:linear-a-campaign,linear_a_campaign (2026-07-07),meta (L2-L6 avenues audited),campaign-audit/completeness-map,RUN_CONFIRMATORY,UNDERDETERMINED,every avenue converges on one corpus-identifiability ceiling; 6th-10th rigorous negative across avenues,Cypriot triangulation REFUTED_ALREADY (circular; 2 anchors same toponym pair; p=0.148); drift NO_POWER (FP~99.6%); Egyptian INCOMPLETE/SOURCE_BLOCKED [REPORT_ONLY],ceiling liftable only from outside the corpus,none (all LA transfer licences NOT_EARNED),Cypriot labels ARE the LB answer key (circular),grounds campaign T2-T5; CORRECTS stale branch STATUS,medium,paper_core
PC-39-campaign-egyptian-power,Campaign T2: Egyptian external-anchor frozen-regime power pass,post-submission:linear-a-campaign,linear_a_campaign / external-anchors (3310e4b),L6 (external phonetic anchor),power-analysis/external-anchor,POWER_GATED_BEFORE_RUN,NO_POWER,design-viable but scarcity-limited: FP drops 0.25->0.04 at La=4 (frozen) but hinges on >=4-slot skeletons (La=3->FP 0.24); REAL confirmatory attempt already TRIVIAL_RECOVERY,FP 0.25->0.04 at La=4 (frozen); La=3 FP 0.24 [REPORT_ONLY],NOT NO_POWER by design but scarcity-limited,none,"truth-layer design signal <=0.75, not a reading",the one executable step from PC-38; feeds PC-41 identifiability unlock conditions,medium,paper_core
PC-40-campaign-completeness-critic,Campaign T3: adversarial completeness critic (methods / data / assumptions),post-submission:linear-a-campaign,linear_a_campaign (wf_fd653da2),meta,adversarial-completeness/critic,RUN_CONFIRMATORY,UNDERDETERMINED,all 3 diverse-lens critics converge: NO_GENUINE_AVENUE / ALREADY_TESTED / UNDERPOWERED,admin arithmetic powered+non-circular but re-derives Bennett; libation underpowered; SigLA bbox redundant with editorial gold [REPORT_ONLY],the one non-circular L3 target lacks held-out mass,none,n/a,confirms PC-38; grounds PC-41 synthesis,medium,paper_core
PC-41-campaign-identifiability-synthesis,Campaign T4: identifiability synthesis (parameters > constraints -> UNDERDETERMINED),post-submission:linear-a-campaign,linear_a_campaign,L6 (info-budget certification),identifiability-analysis/info-budget,RUN_CONFIRMATORY,UNDERDETERMINED,UNDERDETERMINED: 259 sign-value parameters > 212 independent constraints (generous upper bound); info-budget gate refuses L6 reading [VERIFIED_FROM_ARTIFACT identifiability_metrics.json],median 1 sign/insc; 53.9% single-sign; 63% Haghia Triada; 83.8% hapax multi-sign words; 259 params > 212 constraints; info_budget certifies L6=False [VERIFIED_FROM_ARTIFACT],estimated_power 0.0 < floor 0.5 (UNDERPOWERED),none; SEMANTIC+ NOT_AUTHORIZED,single-lineage label circularity,"corroborates frozen paper's 'calibrated absence'; capstone of campaign; corrects '259 params>212' framing note (per memory, category error re real syllabary=92)",high,paper_core
PC-42-campaign-kuro-control,"Campaign T5: KU-RO arithmetic-reconciliation positive control (harness FIRES, single-site-locked)",post-submission:linear-a-campaign,linear_a_campaign,L3 (functional/accounting grammar; KU-RO opaque token),positive-control/permutation-null,RUN_CONFIRMATORY,STRUCTURAL_ONLY,"harness_fires_on_signal=True (25% vs 1.47% null = 17x, p=0.0005) BUT cross_site_held_out=NO_POWER (Haghia-Triada-locked 27/28 sections) [VERIFIED_FROM_ARTIFACT kuro_reconciliation.json]","observed_exact 0.25, within_1 0.357, null_mean_exact 0.0147, separation 17x, p 0.0005; HT 0.259 (n=27), non-HT 0.0 (n=1) [VERIFIED_FROM_ARTIFACT]",fires strongly in-corpus; NO_POWER cross-site,none,non-circular; re-derives Bennett; no reading asserted,proves PC-41's 'null is a corpus property not a dead detector'; overlaps PC-37 schema induction; paired with LB morphology control PC-07,high,paper_core
A1_reconstruct,Reconstruction/recompute of Foundry position->C/V analogue (LB),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,supervised-logistic-CV + permutation null (reimplementation/audit),REPRODUCED,SUPPORTED,REPRODUCED_EXACTLY + filter-bug found (exp(log(20))<20 drops 3 signs; 74 vs 77),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),none; LB values used only as labels; flagged Foundry floating-point sign-count discrepancy,reproduces Foundry commit 0fafe40/ac73b4e; feeds SUPERSESSION of Foundry C1 (position->C/V),HIGH,relative_phonology
A2_multiplicity,Multiplicity audit of the position->C/V p-value,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,multiple-testing correction (Bonferroni/Holm/FDR) + best-of-K search-adjusted null,RUN_CONFIRMATORY,REFUTED,SINGLE-FEATURE POSITION DOWNGRADED — survives no correction; not even the best feature,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),none,load-bearing for CV_ANALOGUE_REFUTED; supersedes Foundry C1,HIGH,relative_phonology
A3_replications,Independent replications of C/V partition (GMM/HMM latent class),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,"unsupervised latent-class (GMM, HMM) + oriented permutation null",RUN_CONFIRMATORY,REFUTED,EXPLORATORY_FREQUENCY_ARTIFACT; 2 unsupervised models FAIL; oriented null p0.146,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),none,supports CV_ANALOGUE_REFUTED,HIGH,relative_phonology
A4_grouped,Grouped generalization (freq-band-disjoint / LOSO / chronological),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,grouped cross-validation (leave-one-site/series/freq-band-out),RUN_CONFIRMATORY,REFUTED,REFUTE-AS-STATED; collapses under freq-band-disjoint split (position-only 0.481=chance),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),frequency confound isolated as the driver,supports CV_ANALOGUE_REFUTED,HIGH,relative_phonology
A5_degradation,Degradation response surface (LB -> LA regime),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,controlled-degradation response-surface sweep,RUN_CONFIRMATORY,REFUTED,REFUTE+NO_POWER; flat non-significant surface (undegraded LB p~0.16),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),none,supersedes Foundry '1.7x below power' framing for position,HIGH,relative_phonology
A6_nulls,End-to-end null battery for the position channel (WP-A verdict task),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,"complete null battery (random-label, freq-matched, order-destruction, structure-preserving shuffles, best-of-model)",RUN_CONFIRMATORY,REFUTED,CV_ANALOGUE_REFUTED (WP-A verdict),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),frequency confound confirmed as the surviving signal,SUPERSEDES Foundry position->C/V (commit 0fafe40); first of three Foundry corrections,HIGH,relative_phonology
B1_representations,Build 8 channel-specific segmentation representations,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L1,corpus representation engineering,RUN_EXPLORATORY,SUPPORTED,"COMPLETE — 8 representations, provenance+reversibility verified",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
B3_known_script,Known-script (LB) boundary recovery + downstream by segmentation family,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,unsupervised word-segmentation benchmarked on known script,RUN_CONFIRMATORY,SUPPORTED,"SUPPORTED_ON_LB (6 families beat baselines, Bayesian F1 0.608); C/V seg-INVARIANT",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
B4_synthetic,Synthetic syllabic-corpus segmentation calibration,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L1,synthetic-corpus calibration,RUN_CONFIRMATORY,NO_POWER,QUANTIFIED: at LA hapax regime boundary skill over all-cut ~0; over-cut superset,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
B5_la_ensemble,Linear A segmentation ensemble (validated models only),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,probabilistic segmentation ensemble + layout-channel test,RUN_CONFIRMATORY,STRUCTURAL_ONLY,probabilistic over-cut set; real signal is physical layout not distribution (row-break AUC 0.875 vs 0.565),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
